,Order Node,Hub No.,Time of Order,Waiting Time,Time of Delivery,Time To Reach,Previous Location,Car Index,Battery Left in Car
991,42862140,7,Day 1 - 0:8:15,Day 0 - 0:12:28,Day 1 - 0:14:13,Day 0 - 0:5:58,2089937872,3,9
992,42881804,7,Day 1 - 0:12:15,Day 0 - 0:14:39,Day 1 - 0:16:14,Day 0 - 0:3:59,2089937872,2,9
993,42478803,12,Day 1 - 0:17:19,Day 0 - 1:52:19,Day 1 - 0:26:34,Day 0 - 0:9:15,42497862,3,1
994,42864335,19,Day 1 - 0:17:29,Day 0 - 1:37:1,Day 1 - 0:21:39,Day 0 - 0:4:10,42811367,4,3
995,42480117,10,Day 1 - 0:19:25,Day 0 - 1:10:33,Day 1 - 0:20:56,Day 0 - 0:1:31,42437074,2,5
996,42486147,1,Day 1 - 0:21:44,Day 0 - 0:14:2,Day 1 - 0:32:34,Day 0 - 0:10:50,42468824,4,2
997,103876895,4,Day 1 - 0:23:31,Day 0 - 1:20:25,Day 1 - 0:27:16,Day 0 - 0:3:45,103865542,2,8
998,42435646,11,Day 1 - 0:23:41,Day 0 - 0:44:41,Day 1 - 0:28:44,Day 0 - 0:5:3,42440452,3,2
999,42428928,8,Day 1 - 0:26:34,Day 0 - 0:44:23,Day 1 - 0:33:0,Day 0 - 0:6:26,42429552,0,7
1000,42499519,12,Day 1 - 0:38:24,Day 0 - 1:25:43,Day 1 - 0:40:48,Day 0 - 0:2:24,42497862,4,7
1001,103882237,4,Day 1 - 0:42:8,Day 0 - 0:45:38,Day 1 - 0:49:18,Day 0 - 0:7:10,103865542,4,8
1002,42745347,18,Day 1 - 0:49:9,Day 0 - 0:35:4,Day 1 - 0:59:9,Day 0 - 0:10:0,42772083,2,7
1003,2313404816,0,Day 1 - 0:49:37,Day 0 - 0:29:39,Day 1 - 0:54:1,Day 0 - 0:4:24,42768232,4,8
1004,42732478,18,Day 1 - 0:49:49,Day 0 - 1:42:43,Day 1 - 0:55:41,Day 0 - 0:5:52,42772083,4,6
1005,42879724,7,Day 1 - 0:50:30,Day 0 - 0:33:46,Day 1 - 1:3:50,Day 0 - 0:13:20,2089937872,4,2
1006,42454313,15,Day 1 - 0:50:32,Day 0 - 0:19:56,Day 1 - 0:53:29,Day 0 - 0:2:57,42769868,2,6
1007,566375978,18,Day 1 - 0:51:12,Day 0 - 1:12:3,Day 1 - 0:58:13,Day 0 - 0:7:1,42732478,0,1
1008,598629573,17,Day 1 - 0:52:21,Day 0 - 0:49:21,Day 1 - 0:56:0,Day 0 - 0:3:39,42898015,0,8
1009,42483412,2,Day 1 - 0:56:10,Day 0 - 1:8:41,Day 1 - 0:59:10,Day 0 - 0:3:0,42471089,0,8
1010,42476111,2,Day 1 - 0:57:7,Day 0 - 1:4:25,Day 1 - 0:59:24,Day 0 - 0:2:17,42471089,2,5
1011,2548100073,6,Day 1 - 1:0:46,Day 0 - 1:35:8,Day 1 - 1:14:6,Day 0 - 0:13:20,42472018,0,1
1012,42499592,17,Day 1 - 1:1:25,Day 0 - 0:38:5,Day 1 - 1:4:16,Day 0 - 0:2:51,42898015,1,9
1013,42509273,10,Day 1 - 1:4:55,Day 0 - 1:15:42,Day 1 - 1:6:47,Day 0 - 0:1:52,42437074,2,4
1014,42481842,1,Day 1 - 1:6:14,Day 0 - 1:19:33,Day 1 - 1:12:54,Day 0 - 0:6:40,42486147,3,7
1015,42818003,3,Day 1 - 1:11:32,Day 0 - 0:18:10,Day 1 - 1:12:37,Day 0 - 0:1:5,42934641,0,10
1016,42445612,10,Day 1 - 1:12:58,Day 0 - 0:44:33,Day 1 - 1:17:39,Day 0 - 0:4:41,42437074,3,10
1017,42460353,6,Day 1 - 1:18:43,Day 0 - 0:28:15,Day 1 - 1:27:3,Day 0 - 0:8:20,42472018,4,8
1018,42492630,1,Day 1 - 1:24:41,Day 0 - 1:44:26,Day 1 - 1:25:31,Day 0 - 0:0:50,42486147,2,10
1019,42490216,2,Day 1 - 1:24:45,Day 0 - 1:13:19,Day 1 - 1:26:35,Day 0 - 0:1:50,42471089,4,4
1020,42855701,5,Day 1 - 1:25:41,Day 0 - 1:15:53,Day 1 - 1:31:31,Day 0 - 0:5:50,588175740,0,1
1021,1942054761,12,Day 1 - 1:26:33,Day 0 - 1:48:7,Day 1 - 1:32:47,Day 0 - 0:6:14,42499519,1,10
1022,103862002,4,Day 1 - 1:26:54,Day 0 - 1:34:36,Day 1 - 1:30:46,Day 0 - 0:3:52,103882237,2,7
1023,42473014,6,Day 1 - 1:32:43,Day 0 - 1:13:3,Day 1 - 1:47:40,Day 0 - 0:14:57,42460353,1,6
1024,103256066,14,Day 1 - 1:40:39,Day 0 - 0:58:48,Day 1 - 1:54:43,Day 0 - 0:14:4,103179971,3,5
1025,42734598,0,Day 1 - 1:44:57,Day 0 - 1:1:30,Day 1 - 1:45:39,Day 0 - 0:0:42,2313404816,4,7
1026,42474905,12,Day 1 - 1:45:4,Day 0 - 1:44:29,Day 1 - 1:48:35,Day 0 - 0:3:31,42499519,3,10
1027,103226026,14,Day 1 - 1:47:37,Day 0 - 1:29:7,Day 1 - 1:50:7,Day 0 - 0:2:30,103179971,2,4
1028,42513166,3,Day 1 - 1:52:29,Day 0 - 1:17:30,Day 1 - 1:59:21,Day 0 - 0:6:52,42934641,2,10
1029,42472432,1,Day 1 - 1:54:6,Day 0 - 1:13:45,Day 1 - 2:8:16,Day 0 - 0:14:10,42486147,4,1
1030,42887400,7,Day 1 - 1:55:7,Day 0 - 0:38:44,Day 1 - 2:1:47,Day 0 - 0:6:40,42879724,1,4
1031,42455963,11,Day 1 - 2:5:4,Day 0 - 1:55:32,Day 1 - 2:7:31,Day 0 - 0:2:27,42440452,2,1
1032,42504093,10,Day 1 - 2:10:38,Day 0 - 1:9:51,Day 1 - 2:14:44,Day 0 - 0:4:6,42437074,1,5
1033,276385544,3,Day 1 - 2:11:22,Day 0 - 0:53:39,Day 1 - 2:12:25,Day 0 - 0:1:3,42934641,0,9
1034,42838868,7,Day 1 - 2:13:16,Day 0 - 0:43:32,Day 1 - 2:17:10,Day 0 - 0:3:54,42879724,0,9
1035,106133084,3,Day 1 - 2:16:15,Day 0 - 0:44:10,Day 1 - 2:18:45,Day 0 - 0:2:30,42934641,1,3
1036,596583059,0,Day 1 - 2:17:8,Day 0 - 0:15:34,Day 1 - 2:28:48,Day 0 - 0:11:40,42734598,3,9
1037,471202008,16,Day 1 - 2:19:36,Day 0 - 0:38:48,Day 1 - 2:25:10,Day 0 - 0:5:34,42757571,1,7
1038,595484163,15,Day 1 - 2:20:4,Day 0 - 1:22:3,Day 1 - 2:23:11,Day 0 - 0:3:7,42769868,4,10
1039,42749418,13,Day 1 - 2:25:46,Day 0 - 0:52:47,Day 1 - 2:31:59,Day 0 - 0:6:13,42758639,2,9
1040,42759114,16,Day 1 - 2:27:15,Day 0 - 0:58:32,Day 1 - 2:30:34,Day 0 - 0:3:19,42757571,4,1
1041,42443965,11,Day 1 - 2:27:45,Day 0 - 1:5:33,Day 1 - 2:28:52,Day 0 - 0:1:7,42440452,3,1
1042,42809965,3,Day 1 - 2:29:18,Day 0 - 1:40:30,Day 1 - 2:31:10,Day 0 - 0:1:52,42934641,4,6
1043,1773311783,1,Day 1 - 2:30:33,Day 0 - 0:50:40,Day 1 - 2:55:33,Day 0 - 0:25:0,42492633,0,7
1044,42453943,10,Day 1 - 2:32:18,Day 0 - 0:48:2,Day 1 - 2:36:30,Day 0 - 0:4:12,42437074,3,9
1045,42496549,12,Day 1 - 2:32:31,Day 0 - 1:59:26,Day 1 - 2:39:30,Day 0 - 0:6:59,42499519,3,9
1046,596584590,18,Day 1 - 2:34:21,Day 0 - 0:45:45,Day 1 - 2:46:49,Day 0 - 0:12:28,42732478,3,5
1047,42861640,7,Day 1 - 2:34:38,Day 0 - 0:46:49,Day 1 - 2:38:30,Day 0 - 0:3:52,42879724,2,8
1048,2356690371,16,Day 1 - 2:38:19,Day 0 - 1:15:28,Day 1 - 2:44:20,Day 0 - 0:6:1,42743701,0,6
1049,42826590,17,Day 1 - 2:43:55,Day 0 - 0:50:31,Day 1 - 2:48:12,Day 0 - 0:4:17,42898015,0,7
1050,2847312579,1,Day 1 - 2:44:30,Day 0 - 0:23:48,Day 1 - 2:50:20,Day 0 - 0:5:50,42492633,1,2
1051,103872878,4,Day 1 - 2:46:42,Day 0 - 1:29:25,Day 1 - 2:50:44,Day 0 - 0:4:2,103882237,2,6
1052,471247737,8,Day 1 - 2:52:56,Day 0 - 1:25:3,Day 1 - 2:54:37,Day 0 - 0:1:41,42429552,1,8
1053,598629579,17,Day 1 - 2:53:29,Day 0 - 1:30:2,Day 1 - 2:59:19,Day 0 - 0:5:50,42898015,1,8
1054,42480683,1,Day 1 - 2:53:37,Day 0 - 0:20:32,Day 1 - 3:4:27,Day 0 - 0:10:50,42492633,2,9
1055,42894100,19,Day 1 - 2:59:9,Day 0 - 1:1:36,Day 1 - 3:1:39,Day 0 - 0:2:30,42864335,3,10
1056,103092994,13,Day 1 - 2:59:17,Day 0 - 0:48:57,Day 1 - 3:1:18,Day 0 - 0:2:1,42758639,3,6
1057,42493484,12,Day 1 - 3:3:4,Day 0 - 1:44:42,Day 1 - 3:12:2,Day 0 - 0:8:58,42499519,1,9
1058,598033029,10,Day 1 - 3:13:33,Day 0 - 1:41:42,Day 1 - 3:15:24,Day 0 - 0:1:51,42437074,2,3
1059,42478421,2,Day 1 - 3:13:41,Day 0 - 1:34:59,Day 1 - 3:16:35,Day 0 - 0:2:54,42490216,1,9
1060,42838365,3,Day 1 - 3:18:40,Day 0 - 1:52:1,Day 1 - 3:20:16,Day 0 - 0:1:36,42809965,3,10
1061,1942054287,12,Day 1 - 3:19:32,Day 0 - 1:25:44,Day 1 - 3:25:25,Day 0 - 0:5:53,42499519,3,8
1062,106666428,7,Day 1 - 3:20:7,Day 0 - 0:37:54,Day 1 - 3:27:43,Day 0 - 0:7:36,42879724,0,8
1063,42490079,1,Day 1 - 3:25:25,Day 0 - 1:39:14,Day 1 - 3:58:45,Day 0 - 0:33:20,42492633,1,1
1064,42867029,3,Day 1 - 3:25:40,Day 0 - 1:20:38,Day 1 - 3:31:5,Day 0 - 0:5:25,42809965,2,9
1065,42448745,8,Day 1 - 3:26:26,Day 0 - 0:11:41,Day 1 - 3:29:58,Day 0 - 0:3:32,42429552,2,9
1066,103226451,14,Day 1 - 3:35:45,Day 0 - 0:15:56,Day 1 - 3:44:5,Day 0 - 0:8:20,103179971,1,6
1067,42468226,6,Day 1 - 3:36:12,Day 0 - 0:15:24,Day 1 - 3:42:52,Day 0 - 0:6:40,42460353,4,7
1068,42434418,10,Day 1 - 3:41:19,Day 0 - 1:33:57,Day 1 - 3:43:1,Day 0 - 0:1:42,42437074,3,8
1069,42912624,7,Day 1 - 3:47:24,Day 0 - 0:23:42,Day 1 - 3:59:4,Day 0 - 0:11:40,42879724,4,1
1070,42445011,11,Day 1 - 3:48:18,Day 0 - 1:42:22,Day 1 - 3:52:20,Day 0 - 0:4:2,42440452,4,6
1071,42812001,3,Day 1 - 3:48:33,Day 0 - 1:46:9,Day 1 - 3:54:15,Day 0 - 0:5:42,42809965,2,8
1072,42732534,18,Day 1 - 3:49:49,Day 0 - 0:41:30,Day 1 - 4:5:39,Day 0 - 0:15:50,42732478,3,4
1073,42442703,15,Day 1 - 3:50:26,Day 0 - 1:58:56,Day 1 - 3:53:35,Day 0 - 0:3:9,595484163,2,5
1074,42506231,6,Day 1 - 3:52:26,Day 0 - 1:31:29,Day 1 - 3:59:56,Day 0 - 0:7:30,42468226,1,5
1075,42787346,19,Day 1 - 3:53:17,Day 0 - 0:20:7,Day 1 - 4:10:47,Day 0 - 0:17:30,42864335,2,4
1076,42737308,18,Day 1 - 3:56:27,Day 0 - 0:22:59,Day 1 - 4:5:53,Day 0 - 0:9:26,42732478,4,5
1077,1544628284,16,Day 1 - 4:4:17,Day 0 - 0:17:48,Day 1 - 4:5:14,Day 0 - 0:0:57,42743701,2,6
1078,103869679,4,Day 1 - 4:16:3,Day 0 - 1:22:31,Day 1 - 4:19:23,Day 0 - 0:3:20,103882237,2,5
1079,42467121,1,Day 1 - 4:17:56,Day 0 - 1:46:56,Day 1 - 4:32:56,Day 0 - 0:15:0,42492633,3,6
1080,596415314,13,Day 1 - 4:19:39,Day 0 - 0:20:56,Day 1 - 4:21:31,Day 0 - 0:1:52,42758639,3,5
1081,42473678,12,Day 1 - 4:21:15,Day 0 - 0:30:44,Day 1 - 4:26:24,Day 0 - 0:5:9,42499519,3,7
1082,42800666,17,Day 1 - 4:21:21,Day 0 - 1:45:46,Day 1 - 4:33:51,Day 0 - 0:12:30,42898015,2,8
1083,42779966,15,Day 1 - 4:24:33,Day 0 - 0:17:12,Day 1 - 4:28:21,Day 0 - 0:3:48,595484163,0,4
1084,2854054927,10,Day 1 - 4:25:58,Day 0 - 1:11:15,Day 1 - 4:27:45,Day 0 - 0:1:47,42437074,4,10
1085,2327163447,18,Day 1 - 4:28:28,Day 0 - 1:39:6,Day 1 - 4:40:58,Day 0 - 0:12:30,42737308,1,7
1086,487108807,0,Day 1 - 4:32:41,Day 0 - 0:50:5,Day 1 - 4:41:1,Day 0 - 0:8:20,42734598,3,8
1087,42481889,2,Day 1 - 4:35:8,Day 0 - 0:11:46,Day 1 - 4:36:35,Day 0 - 0:1:27,42490216,3,7
1088,42453226,8,Day 1 - 4:36:56,Day 0 - 0:11:44,Day 1 - 4:37:48,Day 0 - 0:0:52,42429552,3,10
1089,42521732,6,Day 1 - 4:37:4,Day 0 - 1:1:29,Day 1 - 4:44:34,Day 0 - 0:7:30,42468226,4,6
1090,42893437,17,Day 1 - 4:38:50,Day 0 - 1:20:48,Day 1 - 4:50:31,Day 0 - 0:6:40,42898015,2,7
1091,42815965,3,Day 1 - 4:40:25,Day 0 - 0:12:30,Day 1 - 4:41:12,Day 0 - 0:0:47,42809965,0,8
1092,752618477,9,Day 1 - 4:40:56,Day 0 - 1:35:39,Day 1 - 4:50:6,Day 0 - 0:9:10,103120409,2,6
1093,103855697,4,Day 1 - 4:46:36,Day 0 - 1:19:29,Day 1 - 4:52:25,Day 0 - 0:5:49,103882237,2,4
1094,595776446,15,Day 1 - 4:47:35,Day 0 - 1:17:47,Day 1 - 4:49:17,Day 0 - 0:1:42,595484163,3,8
1095,42515299,1,Day 1 - 4:49:22,Day 0 - 1:7:34,Day 1 - 5:7:42,Day 0 - 0:18:20,42492633,4,10
1096,103885033,4,Day 1 - 4:51:49,Day 0 - 0:59:25,Day 1 - 4:57:38,Day 0 - 0:5:49,103882237,1,3
1097,1943592026,4,Day 1 - 4:52:55,Day 0 - 1:20:59,Day 1 - 5:4:9,Day 0 - 0:11:14,103882237,0,5
1098,42467306,12,Day 1 - 4:56:39,Day 0 - 1:50:36,Day 1 - 4:58:35,Day 0 - 0:1:56,42499519,3,6
1099,42856537,3,Day 1 - 4:56:58,Day 0 - 1:53:5,Day 1 - 5:1:11,Day 0 - 0:4:13,42809965,1,2
1100,42490579,2,Day 1 - 4:57:9,Day 0 - 0:45:53,Day 1 - 4:57:32,Day 0 - 0:0:23,42490216,0,7
1101,42817260,19,Day 1 - 4:57:52,Day 0 - 1:46:53,Day 1 - 5:11:12,Day 0 - 0:13:20,42864335,4,2
1102,277577940,7,Day 1 - 4:58:24,Day 0 - 0:36:28,Day 1 - 5:9:14,Day 0 - 0:10:50,42861660,0,7
1103,42735827,15,Day 1 - 5:1:1,Day 0 - 1:33:45,Day 1 - 5:2:1,Day 0 - 0:1:0,595484163,0,3
1104,42442651,15,Day 1 - 5:1:29,Day 0 - 0:59:57,Day 1 - 5:2:54,Day 0 - 0:1:25,595484163,2,4
1105,276240855,3,Day 1 - 5:6:20,Day 0 - 0:34:47,Day 1 - 5:19:44,Day 0 - 0:13:24,42809965,0,7
1106,296856916,4,Day 1 - 5:15:8,Day 0 - 1:46:46,Day 1 - 5:18:48,Day 0 - 0:3:40,103882237,1,2
1107,103145876,14,Day 1 - 5:20:58,Day 0 - 0:18:47,Day 1 - 5:35:58,Day 0 - 0:15:0,103179971,3,4
1108,42836768,19,Day 1 - 5:21:11,Day 0 - 0:42:26,Day 1 - 5:32:2,Day 0 - 0:10:50,42817260,4,1
1109,42494635,12,Day 1 - 5:22:39,Day 0 - 1:23:28,Day 1 - 5:28:55,Day 0 - 0:6:16,42499519,3,5
1110,42496426,10,Day 1 - 5:25:16,Day 0 - 0:56:2,Day 1 - 5:26:32,Day 0 - 0:1:16,2854054927,2,2
1111,42736516,0,Day 1 - 5:33:1,Day 0 - 0:50:42,Day 1 - 5:38:1,Day 0 - 0:5:0,42734598,3,7
1112,103238932,14,Day 1 - 5:36:0,Day 0 - 1:28:17,Day 1 - 5:46:0,Day 0 - 0:10:0,103179971,1,5
1113,42454042,11,Day 1 - 5:37:59,Day 0 - 0:29:18,Day 1 - 5:39:55,Day 0 - 0:1:56,42445011,4,5
1114,103233161,9,Day 1 - 5:42:39,Day 0 - 1:4:6,Day 1 - 5:47:39,Day 0 - 0:5:0,103120409,4,7
1115,42807286,19,Day 1 - 5:43:52,Day 0 - 1:27:40,Day 1 - 5:59:42,Day 0 - 0:15:50,42806439,0,6
1116,42737042,0,Day 1 - 5:45:21,Day 0 - 1:4:59,Day 1 - 5:54:27,Day 0 - 0:9:6,42734598,4,6
1117,42480360,6,Day 1 - 5:47:17,Day 0 - 0:20:42,Day 1 - 5:54:47,Day 0 - 0:7:30,42521732,4,5
1118,42865372,19,Day 1 - 5:47:47,Day 0 - 1:57:3,Day 1 - 5:56:57,Day 0 - 0:9:10,42806439,3,9
1119,42920226,5,Day 1 - 5:48:33,Day 0 - 1:4:28,Day 1 - 6:17:43,Day 0 - 0:29:10,588175740,3,3
1120,42838415,3,Day 1 - 5:49:59,Day 0 - 0:12:59,Day 1 - 5:52:16,Day 0 - 0:2:17,42809965,3,9
1121,42743808,13,Day 1 - 5:50:25,Day 0 - 0:47:22,Day 1 - 5:51:58,Day 0 - 0:1:33,42758639,3,4
1122,42755922,18,Day 1 - 5:51:44,Day 0 - 1:0:30,Day 1 - 6:3:24,Day 0 - 0:11:40,42737308,1,6
1123,42748530,15,Day 1 - 5:53:20,Day 0 - 1:32:59,Day 1 - 5:57:32,Day 0 - 0:4:12,595484163,3,7
1124,42895818,7,Day 1 - 5:54:10,Day 0 - 1:59:37,Day 1 - 6:1:6,Day 0 - 0:6:56,42861660,3,8
1125,42503262,1,Day 1 - 5:54:24,Day 0 - 0:59:4,Day 1 - 6:13:34,Day 0 - 0:19:10,42515299,2,8
1126,42809924,3,Day 1 - 5:57:46,Day 0 - 1:19:35,Day 1 - 6:1:1,Day 0 - 0:3:15,42809965,4,5
1127,42825118,7,Day 1 - 5:58:55,Day 0 - 1:44:31,Day 1 - 6:2:15,Day 0 - 0:3:20,42861660,0,6
1128,42748344,13,Day 1 - 6:4:37,Day 0 - 0:22:9,Day 1 - 6:8:32,Day 0 - 0:3:55,42758639,3,3
1129,42732614,18,Day 1 - 6:5:47,Day 0 - 0:59:10,Day 1 - 6:13:46,Day 0 - 0:7:59,42737308,0,10
1130,42730980,16,Day 1 - 6:11:17,Day 0 - 0:54:53,Day 1 - 6:12:15,Day 0 - 0:0:58,42743701,4,10
1131,42818791,17,Day 1 - 6:12:18,Day 0 - 1:12:10,Day 1 - 6:24:48,Day 0 - 0:12:30,42898015,2,6
1132,103184982,9,Day 1 - 6:13:8,Day 0 - 0:25:27,Day 1 - 6:22:18,Day 0 - 0:9:10,103233161,1,10
1133,1347943345,0,Day 1 - 6:15:32,Day 0 - 1:16:34,Day 1 - 6:22:12,Day 0 - 0:6:40,42737042,3,6
1134,42772816,18,Day 1 - 6:16:49,Day 0 - 0:55:25,Day 1 - 6:27:20,Day 0 - 0:10:31,42737308,2,6
1135,103872361,4,Day 1 - 6:19:9,Day 0 - 0:23:34,Day 1 - 6:23:45,Day 0 - 0:4:36,103882237,0,4
1136,42492594,1,Day 1 - 6:24:28,Day 0 - 1:2:47,Day 1 - 6:33:38,Day 0 - 0:9:10,42515299,1,10
1137,42929384,3,Day 1 - 6:25:45,Day 0 - 0:11:9,Day 1 - 6:32:38,Day 0 - 0:6:53,42809924,4,4
1138,42512477,2,Day 1 - 6:28:51,Day 0 - 0:11:52,Day 1 - 6:30:32,Day 0 - 0:1:41,42490216,3,6
1139,103162985,14,Day 1 - 6:29:40,Day 0 - 0:19:10,Day 1 - 6:38:0,Day 0 - 0:8:20,103179971,3,3
1140,42431447,11,Day 1 - 6:36:12,Day 0 - 0:13:0,Day 1 - 6:38:57,Day 0 - 0:2:45,42454042,0,7
1141,42742569,18,Day 1 - 6:38:45,Day 0 - 1:38:46,Day 1 - 6:54:44,Day 0 - 0:15:59,42737308,0,9
1142,42785771,7,Day 1 - 6:43:48,Day 0 - 1:58:10,Day 1 - 6:50:30,Day 0 - 0:6:42,42861660,2,7
1143,42430803,10,Day 1 - 6:44:7,Day 0 - 1:13:7,Day 1 - 6:50:16,Day 0 - 0:6:9,2854054927,4,9
1144,42491314,6,Day 1 - 6:53:9,Day 0 - 0:40:36,Day 1 - 6:57:19,Day 0 - 0:4:10,42480360,4,4
1145,42739414,0,Day 1 - 6:54:3,Day 0 - 0:44:6,Day 1 - 7:0:49,Day 0 - 0:6:46,42737042,2,5
1146,42875829,19,Day 1 - 6:54:6,Day 0 - 0:18:13,Day 1 - 7:4:6,Day 0 - 0:10:0,42806439,4,10
1147,596776089,11,Day 1 - 6:55:8,Day 0 - 1:38:43,Day 1 - 6:57:32,Day 0 - 0:2:24,42454042,1,8
1148,42720149,16,Day 1 - 6:56:8,Day 0 - 1:56:53,Day 1 - 6:58:41,Day 0 - 0:2:33,42730980,2,5
1149,597269954,3,Day 1 - 6:57:19,Day 0 - 0:38:11,Day 1 - 6:59:57,Day 0 - 0:2:38,42929384,3,8
1150,42440083,15,Day 1 - 6:57:37,Day 0 - 1:33:54,Day 1 - 7:1:54,Day 0 - 0:4:17,595484163,2,3
1151,42478283,2,Day 1 - 6:58:22,Day 0 - 1:18:30,Day 1 - 7:0:49,Day 0 - 0:2:27,42490216,0,6
1152,42493509,1,Day 1 - 7:3:56,Day 0 - 0:14:15,Day 1 - 7:12:16,Day 0 - 0:8:20,42515299,1,9
1153,2287574708,17,Day 1 - 7:4:21,Day 0 - 1:49:36,Day 1 - 7:21:51,Day 0 - 0:17:30,42898015,3,8
1154,42759437,15,Day 1 - 7:4:48,Day 0 - 1:25:9,Day 1 - 7:6:51,Day 0 - 0:2:3,595484163,0,2
1155,42817971,19,Day 1 - 7:5:51,Day 0 - 0:48:24,Day 1 - 7:9:8,Day 0 - 0:3:17,42875829,1,3
1156,480213827,10,Day 1 - 7:6:6,Day 0 - 0:57:5,Day 1 - 7:7:40,Day 0 - 0:1:34,42430803,2,1
1157,42844490,3,Day 1 - 7:6:34,Day 0 - 1:58:51,Day 1 - 7:13:40,Day 0 - 0:7:6,42929384,4,3
1158,103864952,4,Day 1 - 7:7:5,Day 0 - 1:0:47,Day 1 - 7:14:5,Day 0 - 0:7:0,103882237,2,3
1159,1344909803,0,Day 1 - 7:9:11,Day 0 - 1:37:18,Day 1 - 7:18:21,Day 0 - 0:9:10,42737042,0,2
1160,42461078,6,Day 1 - 7:9:42,Day 0 - 0:46:54,Day 1 - 7:15:32,Day 0 - 0:5:50,42491314,3,5
1161,103867250,4,Day 1 - 7:14:20,Day 0 - 1:2:59,Day 1 - 7:21:32,Day 0 - 0:7:12,103882237,1,1
1162,42814136,7,Day 1 - 7:18:53,Day 0 - 1:59:17,Day 1 - 7:22:39,Day 0 - 0:3:46,42861660,4,10
1163,2408393016,15,Day 1 - 7:19:53,Day 0 - 0:49:23,Day 1 - 7:21:56,Day 0 - 0:2:3,595484163,0,1
1164,280989743,19,Day 1 - 7:20:1,Day 0 - 0:28:28,Day 1 - 7:22:40,Day 0 - 0:2:39,42875829,1,2
1165,42811643,7,Day 1 - 7:20:41,Day 0 - 1:45:5,Day 1 - 7:34:1,Day 0 - 0:13:20,42814136,0,5
1166,599062332,10,Day 1 - 7:22:19,Day 0 - 0:29:30,Day 1 - 7:25:33,Day 0 - 0:3:14,42430803,0,3
1167,42828174,7,Day 1 - 7:23:4,Day 0 - 1:19:14,Day 1 - 7:35:20,Day 0 - 0:12:16,42814136,2,6
1168,42477929,1,Day 1 - 7:26:40,Day 0 - 0:49:48,Day 1 - 7:44:10,Day 0 - 0:17:30,42515299,4,9
1169,42496574,12,Day 1 - 7:28:12,Day 0 - 0:48:49,Day 1 - 7:34:10,Day 0 - 0:5:58,42499519,3,4
1170,42815119,3,Day 1 - 7:29:34,Day 0 - 1:6:58,Day 1 - 7:33:38,Day 0 - 0:4:4,42844490,1,1
1171,42765375,0,Day 1 - 7:30:23,Day 0 - 1:1:17,Day 1 - 7:32:53,Day 0 - 0:2:30,42737042,2,4
1172,103188763,18,Day 1 - 7:32:27,Day 0 - 1:4:6,Day 1 - 7:39:57,Day 0 - 0:7:30,42737308,0,8
1173,42744883,18,Day 1 - 7:32:39,Day 0 - 1:36:39,Day 1 - 7:47:39,Day 0 - 0:15:0,42737308,1,5
1174,42475801,2,Day 1 - 7:35:30,Day 0 - 1:34:9,Day 1 - 7:38:57,Day 0 - 0:3:27,42490216,0,5
1175,42806630,7,Day 1 - 7:35:44,Day 0 - 0:35:39,Day 1 - 7:39:58,Day 0 - 0:4:14,42814136,4,9
1176,42892185,7,Day 1 - 7:36:13,Day 0 - 0:20:35,Day 1 - 7:53:11,Day 0 - 0:9:10,42806630,0,4
1177,42500468,10,Day 1 - 7:37:10,Day 0 - 0:24:51,Day 1 - 7:39:19,Day 0 - 0:2:9,42430803,1,4
1178,42846684,7,Day 1 - 7:37:21,Day 0 - 0:24:41,Day 1 - 7:47:39,Day 0 - 0:10:18,42806630,3,7
1179,42816001,3,Day 1 - 7:37:43,Day 0 - 0:16:10,Day 1 - 7:43:6,Day 0 - 0:5:23,42844490,4,2
1180,597311193,3,Day 1 - 7:38:24,Day 0 - 0:46:8,Day 1 - 7:39:25,Day 0 - 0:1:1,42816001,3,7
1181,1167462262,1,Day 1 - 7:39:43,Day 0 - 0:25:40,Day 1 - 7:57:13,Day 0 - 0:17:30,42477929,0,6
1182,42461020,6,Day 1 - 7:41:29,Day 0 - 1:34:23,Day 1 - 7:48:59,Day 0 - 0:7:30,42491314,3,4
1183,103215843,9,Day 1 - 7:42:20,Day 0 - 0:17:10,Day 1 - 7:52:20,Day 0 - 0:10:0,103233161,4,6
1184,2282541473,1,Day 1 - 7:42:35,Day 0 - 0:25:53,Day 1 - 8:5:55,Day 0 - 0:23:20,42477929,1,8
1185,103866589,4,Day 1 - 7:43:38,Day 0 - 0:54:31,Day 1 - 7:51:37,Day 0 - 0:7:59,103882237,3,8
1186,42761287,13,Day 1 - 7:44:23,Day 0 - 1:47:46,Day 1 - 7:47:50,Day 0 - 0:3:27,42758639,1,9
1187,1905863520,8,Day 1 - 7:44:32,Day 0 - 0:24:33,Day 1 - 7:48:1,Day 0 - 0:3:29,42429552,3,9
1188,42476360,12,Day 1 - 7:45:6,Day 0 - 1:0:43,Day 1 - 7:48:44,Day 0 - 0:3:38,42499519,4,6
1189,2924892680,17,Day 1 - 7:45:57,Day 0 - 1:10:27,Day 1 - 7:56:47,Day 0 - 0:10:50,42898015,2,5
1190,42465385,2,Day 1 - 7:46:30,Day 0 - 0:55:24,Day 1 - 7:51:22,Day 0 - 0:4:52,42490216,2,4
1191,42899648,7,Day 1 - 7:47:22,Day 0 - 1:21:35,Day 1 - 7:57:50,Day 0 - 0:7:51,42806630,4,8
